"Statistic Label","CensusYear","County","Sex","UNIT","VALUE"
"Population at Each Census","1956","Meath","Male","Number","34830"
"Population at Each Census","1956","Meath","Female","Number","31932"
"Population at Each Census","1956","Offaly","Both sexes","Number","51970"
"Population at Each Census","1956","Offaly","Male","Number","27591"
"Population at Each Census","1956","Offaly","Female","Number","24379"
"Population at Each Census","1956","Westmeath","Both sexes","Number","54122"
"Population at Each Census","1956","Westmeath","Male","Number","28102"
"Population at Each Census","1956","Westmeath","Female","Number","26020"
"Population at Each Census","1956","Wexford","Both sexes","Number","87259"
"Population at Each Census","1956","Wexford","Male","Number","44210"
"Population at Each Census","1956","Wexford","Female","Number","43049"
"Population at Each Census","1956","Wicklow","Both sexes","Number","59906"
"Population at Each Census","1956","Wicklow","Male","Number","29933"
"Population at Each Census","1956","Wicklow","Female","Number","29973"
"Population at Each Census","1956","Clare","Both sexes","Number","77176"
"Population at Each Census","1956","Clare","Male","Number","40868"
"Population at Each Census","1956","Clare","Female","Number","36308"
"Population at Each Census","1956","Cork","Both sexes","Number","336663"
"Population at Each Census","1956","Cork","Male","Number","167952"
"Population at Each Census","1956","Cork","Female","Number","168711"
"Population at Each Census","1956","Kerry","Both sexes","Number","122072"
"Population at Each Census","1956","Kerry","Male","Number","63965"
"Population at Each Census","1956","Kerry","Female","Number","58107"
"Population at Each Census","1956","Limerick","Both sexes","Number","137881"
"Population at Each Census","1956","Limerick","Male","Number","69622"
"Population at Each Census","1956","Limerick","Female","Number","68259"
"Population at Each Census","1956","Tipperary","Both sexes","Number","129415"
"Population at Each Census","1956","Tipperary","Male","Number","67398"
"Population at Each Census","1956","Tipperary","Female","Number","62017"
"Population at Each Census","1956","Waterford","Both sexes","Number","74031"
"Population at Each Census","1956","Waterford","Male","Number","36977"
"Population at Each Census","1956","Waterford","Female","Number","37054"
"Population at Each Census","1956","Galway","Both sexes","Number","155553"
"Population at Each Census","1956","Galway","Male","Number","82223"
"Population at Each Census","1956","Galway","Female","Number","73330"
"Population at Each Census","1956","Leitrim","Both sexes","Number","37056"
"Population at Each Census","1956","Leitrim","Male","Number","19986"
"Population at Each Census","1956","Leitrim","Female","Number","17070"
"Population at Each Census","1956","Mayo","Both sexes","Number","133052"
"Population at Each Census","1956","Mayo","Male","Number","68879"
"Population at Each Census","1956","Mayo","Female","Number","64173"
"Population at Each Census","1956","Roscommon","Both sexes","Number","63710"
"Population at Each Census","1956","Roscommon","Male","Number","34078"
"Population at Each Census","1956","Roscommon","Female","Number","29632"
"Population at Each Census","1956","Sligo","Both sexes","Number","56850"
"Population at Each Census","1956","Sligo","Male","Number","29392"
"Population at Each Census","1956","Sligo","Female","Number","27458"
"Population at Each Census","1956","Cavan","Both sexes","Number","61740"
"Population at Each Census","1956","Cavan","Male","Number","33177"
"Population at Each Census","1956","Cavan","Female","Number","28563"
"Population at Each Census","1956","Donegal","Both sexes","Number","122059"
"Population at Each Census","1956","Donegal","Male","Number","62664"
"Population at Each Census","1956","Donegal","Female","Number","59395"
"Population at Each Census","1956","Monaghan","Both sexes","Number","52064"
"Population at Each Census","1956","Monaghan","Male","Number","27294"
"Population at Each Census","1956","Monaghan","Female","Number","24770"
"Population at Each Census","1961","State","Both sexes","Number","2818341"
"Population at Each Census","1961","State","Male","Number","1416549"
"Population at Each Census","1961","State","Female","Number","1401792"
"Population at Each Census","1961","Carlow","Both sexes","Number","33342"
"Population at Each Census","1961","Carlow","Male","Number","17360"
"Population at Each Census","1961","Carlow","Female","Number","15982"
"Population at Each Census","1961","Dublin","Both sexes","Number","718332"
"Population at Each Census","1961","Dublin","Male","Number","335004"
"Population at Each Census","1961","Dublin","Female","Number","383328"
"Population at Each Census","1961","Kildare","Both sexes","Number","64420"
"Population at Each Census","1961","Kildare","Male","Number","34068"
"Population at Each Census","1961","Kildare","Female","Number","30352"
"Population at Each Census","1961","Kilkenny","Both sexes","Number","61668"
"Population at Each Census","1961","Kilkenny","Male","Number","32252"
"Population at Each Census","1961","Kilkenny","Female","Number","29416"
"Population at Each Census","1961","Laois","Both sexes","Number","45069"
"Population at Each Census","1961","Laois","Male","Number","23989"
"Population at Each Census","1961","Laois","Female","Number","21080"
"Population at Each Census","1961","Longford","Both sexes","Number","30643"
"Population at Each Census","1961","Longford","Male","Number","16133"
"Population at Each Census","1961","Longford","Female","Number","14510"
"Population at Each Census","1961","Louth","Both sexes","Number","67378"
"Population at Each Census","1961","Louth","Male","Number","33627"
"Population at Each Census","1961","Louth","Female","Number","33751"
"Population at Each Census","1961","Meath","Both sexes","Number","65122"
"Population at Each Census","1961","Meath","Male","Number","33826"
"Population at Each Census","1961","Meath","Female","Number","31296"
"Population at Each Census","1961","Offaly","Both sexes","Number","51533"
"Population at Each Census","1961","Offaly","Male","Number","27188"
"Population at Each Census","1961","Offaly","Female","Number","24345"
"Population at Each Census","1961","Westmeath","Both sexes","Number","52861"
"Population at Each Census","1961","Westmeath","Male","Number","27183"
"Population at Each Census","1961","Westmeath","Female","Number","25678"
"Population at Each Census","1961","Wexford","Both sexes","Number","83308"
"Population at Each Census","1961","Wexford","Male","Number","42128"
"Population at Each Census","1961","Wexford","Female","Number","41180"
"Population at Each Census","1961","Wicklow","Both sexes","Number","58473"
"Population at Each Census","1961","Wicklow","Male","Number","29150"
"Population at Each Census","1961","Wicklow","Female","Number","29323"
"Population at Each Census","1961","Clare","Both sexes","Number","73702"
"Population at Each Census","1961","Clare","Male","Number","38904"
"Population at Each Census","1961","Clare","Female","Number","34798"
"Population at Each Census","1961","Cork","Both sexes","Number","330443"
"Population at Each Census","1961","Cork","Male","Number","164708"
"Population at Each Census","1961","Cork","Female","Number","165735"
"Population at Each Census","1961","Kerry","Both sexes","Number","116458"
"Population at Each Census","1961","Kerry","Male","Number","60838"
"Population at Each Census","1961","Kerry","Female","Number","55620"
"Population at Each Census","1961","Limerick","Both sexes","Number","133339"
"Population at Each Census","1961","Limerick","Male","Number","67173"
"Population at Each Census","1961","Limerick","Female","Number","66166"
"Population at Each Census","1961","Tipperary","Both sexes","Number","123822"
"Population at Each Census","1961","Tipperary","Male","Number","64141"
"Population at Each Census","1961","Tipperary","Female","Number","59681"
"Population at Each Census","1961","Waterford","Both sexes","Number","71439"
"Population at Each Census","1961","Waterford","Male","Number","35528"
"Population at Each Census","1961","Waterford","Female","Number","35911"
"Population at Each Census","1961","Galway","Both sexes","Number","149887"
"Population at Each Census","1961","Galway","Male","Number","78993"
"Population at Each Census","1961","Galway","Female","Number","70894"
"Population at Each Census","1961","Leitrim","Both sexes","Number","33470"
"Population at Each Census","1961","Leitrim","Male","Number","18031"
"Population at Each Census","1961","Leitrim","Female","Number","15439"
"Population at Each Census","1961","Mayo","Both sexes","Number","123330"
"Population at Each Census","1961","Mayo","Male","Number","63844"
"Population at Each Census","1961","Mayo","Female","Number","59486"
"Population at Each Census","1961","Roscommon","Both sexes","Number","59217"
"Population at Each Census","1961","Roscommon","Male","Number","31477"
"Population at Each Census","1961","Roscommon","Female","Number","27740"
"Population at Each Census","1961","Sligo","Both sexes","Number","53561"
"Population at Each Census","1961","Sligo","Male","Number","27638"
"Population at Each Census","1961","Sligo","Female","Number","25923"
"Population at Each Census","1961","Cavan","Both sexes","Number","56594"
"Population at Each Census","1961","Cavan","Male","Number","30277"
"Population at Each Census","1961","Cavan","Female","Number","26317"
"Population at Each Census","1961","Donegal","Both sexes","Number","113842"
"Population at Each Census","1961","Donegal","Male","Number","58501"
"Population at Each Census","1961","Donegal","Female","Number","55341"
"Population at Each Census","1961","Monaghan","Both sexes","Number","47088"
"Population at Each Census","1961","Monaghan","Male","Number","24588"
"Population at Each Census","1961","Monaghan","Female","Number","22500"
"Population at Each Census","1966","State","Both sexes","Number","2884002"
"Population at Each Census","1966","State","Male","Number","1449032"
"Population at Each Census","1966","State","Female","Number","1434970"
"Population at Each Census","1966","Carlow","Both sexes","Number","33593"
"Population at Each Census","1966","Carlow","Male","Number","17320"
"Population at Each Census","1966","Carlow","Female","Number","16273"
"Population at Each Census","1966","Dublin","Both sexes","Number","795047"
"Population at Each Census","1966","Dublin","Male","Number","375692"
"Population at Each Census","1966","Dublin","Female","Number","419355"
"Population at Each Census","1966","Kildare","Both sexes","Number","66404"
"Population at Each Census","1966","Kildare","Male","Number","34829"
"Population at Each Census","1966","Kildare","Female","Number","31575"
"Population at Each Census","1966","Kilkenny","Both sexes","Number","60463"
"Population at Each Census","1966","Kilkenny","Male","Number","31390"
"Population at Each Census","1966","Kilkenny","Female","Number","29073"
"Population at Each Census","1966","Laois","Both sexes","Number","44595"
"Population at Each Census","1966","Laois","Male","Number","23622"
"Population at Each Census","1966","Laois","Female","Number","20973"
"Population at Each Census","1966","Longford","Both sexes","Number","28989"
"Population at Each Census","1966","Longford","Male","Number","15245"
"Population at Each Census","1966","Longford","Female","Number","13744"
"Population at Each Census","1966","Louth","Both sexes","Number","69519"
"Population at Each Census","1966","Louth","Male","Number","34664"
"Population at Each Census","1966","Louth","Female","Number","34855"
"Population at Each Census","1966","Meath","Both sexes","Number","67323"
"Population at Each Census","1966","Meath","Male","Number","34877"
"Population at Each Census","1966","Meath","Female","Number","32446"
"Population at Each Census","1966","Offaly","Both sexes","Number","51717"
"Population at Each Census","1966","Offaly","Male","Number","27007"
"Population at Each Census","1966","Offaly","Female","Number","24710"
"Population at Each Census","1966","Westmeath","Both sexes","Number","52900"
"Population at Each Census","1966","Westmeath","Male","Number","27101"
"Population at Each Census","1966","Westmeath","Female","Number","25799"
"Population at Each Census","1966","Wexford","Both sexes","Number","83437"
"Population at Each Census","1966","Wexford","Male","Number","42270"
"Population at Each Census","1966","Wexford","Female","Number","41167"
"Population at Each Census","1966","Wicklow","Both sexes","Number","60428"
"Population at Each Census","1966","Wicklow","Male","Number","30231"
"Population at Each Census","1966","Wicklow","Female","Number","30197"
"Population at Each Census","1966","Clare","Both sexes","Number","73597"
"Population at Each Census","1966","Clare","Male","Number","38667"
"Population at Each Census","1966","Clare","Female","Number","34930"
"Population at Each Census","1966","Cork","Both sexes","Number","339703"
"Population at Each Census","1966","Cork","Male","Number","170010"
"Population at Each Census","1966","Cork","Female","Number","169693"
"Population at Each Census","1966","Kerry","Both sexes","Number","112785"
"Population at Each Census","1966","Kerry","Male","Number","58674"
"Population at Each Census","1966","Kerry","Female","Number","54111"
"Population at Each Census","1966","Limerick","Both sexes","Number","137357"
"Population at Each Census","1966","Limerick","Male","Number","69135"
"Population at Each Census","1966","Limerick","Female","Number","68222"
"Population at Each Census","1966","Tipperary","Both sexes","Number","122812"
"Population at Each Census","1966","Tipperary","Male","Number","63416"
"Population at Each Census","1966","Tipperary","Female","Number","59396"
"Population at Each Census","1966","Waterford","Both sexes","Number","73080"
"Population at Each Census","1966","Waterford","Male","Number","36466"
"Population at Each Census","1966","Waterford","Female","Number","36614"
"Population at Each Census","1966","Galway","Both sexes","Number","148340"
"Population at Each Census","1966","Galway","Male","Number","77696"
"Population at Each Census","1966","Galway","Female","Number","70644"
"Population at Each Census","1966","Leitrim","Both sexes","Number","30572"
"Population at Each Census","1966","Leitrim","Male","Number","16444"
"Population at Each Census","1966","Leitrim","Female","Number","14128"
"Population at Each Census","1966","Mayo","Both sexes","Number","115547"
"Population at Each Census","1966","Mayo","Male","Number","59829"
"Population at Each Census","1966","Mayo","Female","Number","55718"
"Population at Each Census","1966","Roscommon","Both sexes","Number","56228"
"Population at Each Census","1966","Roscommon","Male","Number","29782"
"Population at Each Census","1966","Roscommon","Female","Number","26446"
"Population at Each Census","1966","Sligo","Both sexes","Number","51263"
"Population at Each Census","1966","Sligo","Male","Number","26346"
"Population at Each Census","1966","Sligo","Female","Number","24917"
"Population at Each Census","1966","Cavan","Both sexes","Number","54022"
"Population at Each Census","1966","Cavan","Male","Number","28803"
"Population at Each Census","1966","Cavan","Female","Number","25219"
"Population at Each Census","1966","Donegal","Both sexes","Number","108549"
"Population at Each Census","1966","Donegal","Male","Number","55606"
"Population at Each Census","1966","Donegal","Female","Number","52943"
"Population at Each Census","1966","Monaghan","Both sexes","Number","45732"
"Population at Each Census","1966","Monaghan","Male","Number","23910"
"Population at Each Census","1966","Monaghan","Female","Number","21822"
"Population at Each Census","1971","State","Both sexes","Number","2978248"
"Population at Each Census","1971","State","Male","Number","1495760"
"Population at Each Census","1971","State","Female","Number","1482488"
"Population at Each Census","1971","Carlow","Both sexes","Number","34237"
"Population at Each Census","1971","Carlow","Male","Number","17502"
"Population at Each Census","1971","Carlow","Female","Number","16735"
"Population at Each Census","1971","Dublin","Both sexes","Number","852219"
"Population at Each Census","1971","Dublin","Male","Number","406008"
"Population at Each Census","1971","Dublin","Female","Number","446211"
"Population at Each Census","1971","Kildare","Both sexes","Number","71977"
"Population at Each Census","1971","Kildare","Male","Number","37279"
"Population at Each Census","1971","Kildare","Female","Number","34698"
"Population at Each Census","1971","Kilkenny","Both sexes","Number","61473"
"Population at Each Census","1971","Kilkenny","Male","Number","31828"
"Population at Each Census","1971","Kilkenny","Female","Number","29645"
"Population at Each Census","1971","Laois","Both sexes","Number","45259"
"Population at Each Census","1971","Laois","Male","Number","23805"
"Population at Each Census","1971","Laois","Female","Number","21454"
"Population at Each Census","1971","Longford","Both sexes","Number","28250"
"Population at Each Census","1971","Longford","Male","Number","14891"
"Population at Each Census","1971","Longford","Female","Number","13359"
"Population at Each Census","1971","Louth","Both sexes","Number","74951"
"Population at Each Census","1971","Louth","Male","Number","37511"
"Population at Each Census","1971","Louth","Female","Number","37440"
"Population at Each Census","1971","Meath","Both sexes","Number","71729"
"Population at Each Census","1971","Meath","Male","Number","36977"
"Population at Each Census","1971","Meath","Female","Number","34752"
"Population at Each Census","1971","Offaly","Both sexes","Number","51829"
"Population at Each Census","1971","Offaly","Male","Number","27029"
"Population at Each Census","1971","Offaly","Female","Number","24800"
"Population at Each Census","1971","Westmeath","Both sexes","Number","53570"
"Population at Each Census","1971","Westmeath","Male","Number","27544"
"Population at Each Census","1971","Westmeath","Female","Number","26026"
"Population at Each Census","1971","Wexford","Both sexes","Number","86351"
"Population at Each Census","1971","Wexford","Male","Number","43768"
"Population at Each Census","1971","Wexford","Female","Number","42583"
"Population at Each Census","1971","Wicklow","Both sexes","Number","66295"
"Population at Each Census","1971","Wicklow","Male","Number","33318"
"Population at Each Census","1971","Wicklow","Female","Number","32977"
"Population at Each Census","1971","Clare","Both sexes","Number","75008"
"Population at Each Census","1971","Clare","Male","Number","39002"
"Population at Each Census","1971","Clare","Female","Number","36006"
"Population at Each Census","1971","Cork","Both sexes","Number","352883"
"Population at Each Census","1971","Cork","Male","Number","176786"
"Population at Each Census","1971","Cork","Female","Number","176097"
"Population at Each Census","1971","Kerry","Both sexes","Number","112772"
"Population at Each Census","1971","Kerry","Male","Number","58404"
"Population at Each Census","1971","Kerry","Female","Number","54368"
"Population at Each Census","1971","Limerick","Both sexes","Number","140459"
"Population at Each Census","1971","Limerick","Male","Number","70786"
"Population at Each Census","1971","Limerick","Female","Number","69673"
"Population at Each Census","1971","Tipperary","Both sexes","Number","123565"
"Population at Each Census","1971","Tipperary","Male","Number","63523"
"Population at Each Census","1971","Tipperary","Female","Number","60042"
"Population at Each Census","1971","Waterford","Both sexes","Number","77315"
"Population at Each Census","1971","Waterford","Male","Number","38770"
"Population at Each Census","1971","Waterford","Female","Number","38545"
"Population at Each Census","1971","Galway","Both sexes","Number","149223"
"Population at Each Census","1971","Galway","Male","Number","77842"
"Population at Each Census","1971","Galway","Female","Number","71381"
"Population at Each Census","1971","Leitrim","Both sexes","Number","28360"
"Population at Each Census","1971","Leitrim","Male","Number","15269"
"Population at Each Census","1971","Leitrim","Female","Number","13091"
"Population at Each Census","1971","Mayo","Both sexes","Number","109525"
"Population at Each Census","1971","Mayo","Male","Number","56402"
"Population at Each Census","1971","Mayo","Female","Number","53123"
"Population at Each Census","1971","Roscommon","Both sexes","Number","53519"
"Population at Each Census","1971","Roscommon","Male","Number","28294"
"Population at Each Census","1971","Roscommon","Female","Number","25225"
"Population at Each Census","1971","Sligo","Both sexes","Number","50275"
"Population at Each Census","1971","Sligo","Male","Number","25887"
"Population at Each Census","1971","Sligo","Female","Number","24388"
"Population at Each Census","1971","Cavan","Both sexes","Number","52618"
"Population at Each Census","1971","Cavan","Male","Number","27819"
"Population at Each Census","1971","Cavan","Female","Number","24799"
"Population at Each Census","1971","Donegal","Both sexes","Number","108344"
"Population at Each Census","1971","Donegal","Male","Number","55424"
"Population at Each Census","1971","Donegal","Female","Number","52920"
"Population at Each Census","1971","Monaghan","Both sexes","Number","46242"
"Population at Each Census","1971","Monaghan","Male","Number","24092"
"Population at Each Census","1971","Monaghan","Female","Number","22150"
"Population at Each Census","1979","State","Both sexes","Number","3368217"
"Population at Each Census","1979","State","Male","Number","1693272"
"Population at Each Census","1979","State","Female","Number","1674945"
"Population at Each Census","1979","Carlow","Both sexes","Number","38668"
"Population at Each Census","1979","Carlow","Male","Number","19743"
"Population at Each Census","1979","Carlow","Female","Number","18925"
"Population at Each Census","1979","Dublin","Both sexes","Number","983683"
"Population at Each Census","1979","Dublin","Male","Number","473104"
"Population at Each Census","1979","Dublin","Female","Number","510579"
"Population at Each Census","1979","Kildare","Both sexes","Number","97185"
"Population at Each Census","1979","Kildare","Male","Number","50666"
"Population at Each Census","1979","Kildare","Female","Number","46519"
"Population at Each Census","1979","Kilkenny","Both sexes","Number","69156"
"Population at Each Census","1979","Kilkenny","Male","Number","35688"
"Population at Each Census","1979","Kilkenny","Female","Number","33468"
"Population at Each Census","1979","Laois","Both sexes","Number","49936"
"Population at Each Census","1979","Laois","Male","Number","26192"
"Population at Each Census","1979","Laois","Female","Number","23744"
"Population at Each Census","1979","Longford","Both sexes","Number","30785"
"Population at Each Census","1979","Longford","Male","Number","16059"
"Population at Each Census","1979","Longford","Female","Number","14726"
"Population at Each Census","1979","Louth","Both sexes","Number","86135"
"Population at Each Census","1979","Louth","Male","Number","43061"
"Population at Each Census","1979","Louth","Female","Number","43074"
"Population at Each Census","1979","Meath","Both sexes","Number","90715"
"Population at Each Census","1979","Meath","Male","Number","46704"
"Population at Each Census","1979","Meath","Female","Number","44011"
"Population at Each Census","1979","Offaly","Both sexes","Number","57342"
"Population at Each Census","1979","Offaly","Male","Number","29792"
"Population at Each Census","1979","Offaly","Female","Number","27550"
"Population at Each Census","1979","Westmeath","Both sexes","Number","59885"
"Population at Each Census","1979","Westmeath","Male","Number","30557"
"Population at Each Census","1979","Westmeath","Female","Number","29328"
"Population at Each Census","1979","Wexford","Both sexes","Number","96421"
"Population at Each Census","1979","Wexford","Male","Number","48974"
"Population at Each Census","1979","Wexford","Female","Number","47447"
"Population at Each Census","1979","Wicklow","Both sexes","Number","83950"
"Population at Each Census","1979","Wicklow","Male","Number","41969"
"Population at Each Census","1979","Wicklow","Female","Number","41981"
"Population at Each Census","1979","Clare","Both sexes","Number","84919"
"Population at Each Census","1979","Clare","Male","Number","43945"
"Population at Each Census","1979","Clare","Female","Number","40974"
"Population at Each Census","1979","Cork","Both sexes","Number","396118"
"Population at Each Census","1979","Cork","Male","Number","199146"
"Population at Each Census","1979","Cork","Female","Number","196972"
"Population at Each Census","1979","Kerry","Both sexes","Number","120356"
"Population at Each Census","1979","Kerry","Male","Number","62185"
"Population at Each Census","1979","Kerry","Female","Number","58171"
"Population at Each Census","1979","Limerick","Both sexes","Number","157407"
"Population at Each Census","1979","Limerick","Male","Number","79302"
"Population at Each Census","1979","Limerick","Female","Number","78105"
"Population at Each Census","1979","Tipperary","Both sexes","Number","133741"
"Population at Each Census","1979","Tipperary","Male","Number","68877"
"Population at Each Census","1979","Tipperary","Female","Number","64864"
"Population at Each Census","1979","Waterford","Both sexes","Number","87278"
"Population at Each Census","1979","Waterford","Male","Number","43956"
"Population at Each Census","1979","Waterford","Female","Number","43322"
"Population at Each Census","1979","Galway","Both sexes","Number","167838"
"Population at Each Census","1979","Galway","Male","Number","86528"
"Population at Each Census","1979","Galway","Female","Number","81310"
"Population at Each Census","1979","Leitrim","Both sexes","Number","27844"
"Population at Each Census","1979","Leitrim","Male","Number","14878"
"Population at Each Census","1979","Leitrim","Female","Number","12966"
"Population at Each Census","1979","Mayo","Both sexes","Number","114019"
"Population at Each Census","1979","Mayo","Male","Number","58489"
"Population at Each Census","1979","Mayo","Female","Number","55530"
"Population at Each Census","1979","Roscommon","Both sexes","Number","54189"
"Population at Each Census","1979","Roscommon","Male","Number","28475"
"Population at Each Census","1979","Roscommon","Female","Number","25714"
"Population at Each Census","1979","Sligo","Both sexes","Number","54610"
"Population at Each Census","1979","Sligo","Male","Number","27806"
"Population at Each Census","1979","Sligo","Female","Number","26804"
"Population at Each Census","1979","Cavan","Both sexes","Number","53720"
"Population at Each Census","1979","Cavan","Male","Number","28302"
"Population at Each Census","1979","Cavan","Female","Number","25418"
"Population at Each Census","1979","Donegal","Both sexes","Number","121941"
"Population at Each Census","1979","Donegal","Male","Number","62629"
"Population at Each Census","1979","Donegal","Female","Number","59312"
"Population at Each Census","1979","Monaghan","Both sexes","Number","50376"
"Population at Each Census","1979","Monaghan","Male","Number","26245"
"Population at Each Census","1979","Monaghan","Female","Number","24131"
"Population at Each Census","1981","State","Both sexes","Number","3443405"
"Population at Each Census","1981","State","Male","Number","1729354"
"Population at Each Census","1981","State","Female","Number","1714051"
"Population at Each Census","1981","Carlow","Both sexes","Number","39820"
"Population at Each Census","1981","Carlow","Male","Number","20195"
"Population at Each Census","1981","Carlow","Female","Number","19625"
"Population at Each Census","1981","Dublin","Both sexes","Number","1003164"
"Population at Each Census","1981","Dublin","Male","Number","482342"
"Population at Each Census","1981","Dublin","Female","Number","520822"
"Population at Each Census","1981","Kildare","Both sexes","Number","104122"
"Population at Each Census","1981","Kildare","Male","Number","53967"
"Population at Each Census","1981","Kildare","Female","Number","50155"
"Population at Each Census","1981","Kilkenny","Both sexes","Number","70806"
"Population at Each Census","1981","Kilkenny","Male","Number","36395"
"Population at Each Census","1981","Kilkenny","Female","Number","34411"
"Population at Each Census","1981","Laois","Both sexes","Number","51171"
"Population at Each Census","1981","Laois","Male","Number","26774"
"Population at Each Census","1981","Laois","Female","Number","24397"
"Population at Each Census","1981","Longford","Both sexes","Number","31140"
"Population at Each Census","1981","Longford","Male","Number","16234"
"Population at Each Census","1981","Longford","Female","Number","14906"
"Population at Each Census","1981","Louth","Both sexes","Number","88514"
"Population at Each Census","1981","Louth","Male","Number","44125"
"Population at Each Census","1981","Louth","Female","Number","44389"
"Population at Each Census","1981","Meath","Both sexes","Number","95419"
"Population at Each Census","1981","Meath","Male","Number","48957"
"Population at Each Census","1981","Meath","Female","Number","46462"
"Population at Each Census","1981","Offaly","Both sexes","Number","58312"
"Population at Each Census","1981","Offaly","Male","Number","30290"
"Population at Each Census","1981","Offaly","Female","Number","28022"
"Population at Each Census","1981","Westmeath","Both sexes","Number","61523"
"Population at Each Census","1981","Westmeath","Male","Number","31388"
"Population at Each Census","1981","Westmeath","Female","Number","30135"
"Population at Each Census","1981","Wexford","Both sexes","Number","99081"
"Population at Each Census","1981","Wexford","Male","Number","50336"
"Population at Each Census","1981","Wexford","Female","Number","48745"
"Population at Each Census","1981","Wicklow","Both sexes","Number","87449"
"Population at Each Census","1981","Wicklow","Male","Number","43663"
"Population at Each Census","1981","Wicklow","Female","Number","43786"
"Population at Each Census","1981","Clare","Both sexes","Number","87567"
"Population at Each Census","1981","Clare","Male","Number","45366"
"Population at Each Census","1981","Clare","Female","Number","42201"
"Population at Each Census","1981","Cork","Both sexes","Number","402465"
"Population at Each Census","1981","Cork","Male","Number","202388"
"Population at Each Census","1981","Cork","Female","Number","200077"
"Population at Each Census","1981","Kerry","Both sexes","Number","122770"
"Population at Each Census","1981","Kerry","Male","Number","63492"
"Population at Each Census","1981","Kerry","Female","Number","59278"
"Population at Each Census","1981","Limerick","Both sexes","Number","161661"
"Population at Each Census","1981","Limerick","Male","Number","81595"
"Population at Each Census","1981","Limerick","Female","Number","80066"
"Population at Each Census","1981","Tipperary","Both sexes","Number","135261"
"Population at Each Census","1981","Tipperary","Male","Number","69503"
"Population at Each Census","1981","Tipperary","Female","Number","65758"
"Population at Each Census","1981","Waterford","Both sexes","Number","88591"
"Population at Each Census","1981","Waterford","Male","Number","44513"
"Population at Each Census","1981","Waterford","Female","Number","44078"
"Population at Each Census","1981","Galway","Both sexes","Number","172018"
"Population at Each Census","1981","Galway","Male","Number","88330"
"Population at Each Census","1981","Galway","Female","Number","83688"
"Population at Each Census","1981","Leitrim","Both sexes","Number","27609"
"Population at Each Census","1981","Leitrim","Male","Number","14699"
"Population at Each Census","1981","Leitrim","Female","Number","12910"
"Population at Each Census","1981","Mayo","Both sexes","Number","114766"
"Population at Each Census","1981","Mayo","Male","Number","58987"
"Population at Each Census","1981","Mayo","Female","Number","55779"
"Population at Each Census","1981","Roscommon","Both sexes","Number","54543"
"Population at Each Census","1981","Roscommon","Male","Number","28653"
"Population at Each Census","1981","Roscommon","Female","Number","25890"
"Population at Each Census","1981","Sligo","Both sexes","Number","55474"
"Population at Each Census","1981","Sligo","Male","Number","28183"
"Population at Each Census","1981","Sligo","Female","Number","27291"
"Population at Each Census","1981","Cavan","Both sexes","Number","53855"
"Population at Each Census","1981","Cavan","Male","Number","28338"
"Population at Each Census","1981","Cavan","Female","Number","25517"
"Population at Each Census","1981","Donegal","Both sexes","Number","125112"
"Population at Each Census","1981","Donegal","Male","Number","63962"
"Population at Each Census","1981","Donegal","Female","Number","61150"
"Population at Each Census","1981","Monaghan","Both sexes","Number","51192"
"Population at Each Census","1981","Monaghan","Male","Number","26679"
"Population at Each Census","1981","Monaghan","Female","Number","24513"
"Population at Each Census","1986","State","Both sexes","Number","3540643"
"Population at Each Census","1986","State","Male","Number","1769690"
"Population at Each Census","1986","State","Female","Number","1770953"
"Population at Each Census","1986","Carlow","Both sexes","Number","40988"
"Population at Each Census","1986","Carlow","Male","Number","20816"
"Population at Each Census","1986","Carlow","Female","Number","20172"
"Population at Each Census","1986","Dublin","Both sexes","Number","1021449"
"Population at Each Census","1986","Dublin","Male","Number","492279"
"Population at Each Census","1986","Dublin","Female","Number","529170"
"Population at Each Census","1986","Kildare","Both sexes","Number","116247"
"Population at Each Census","1986","Kildare","Male","Number","59542"
"Population at Each Census","1986","Kildare","Female","Number","56705"
"Population at Each Census","1986","Kilkenny","Both sexes","Number","73186"
"Population at Each Census","1986","Kilkenny","Male","Number","37325"
"Population at Each Census","1986","Kilkenny","Female","Number","35861"
"Population at Each Census","1986","Laois","Both sexes","Number","53284"
"Population at Each Census","1986","Laois","Male","Number","27531"
"Population at Each Census","1986","Laois","Female","Number","25753"
"Population at Each Census","1986","Longford","Both sexes","Number","31496"
"Population at Each Census","1986","Longford","Male","Number","16153"
"Population at Each Census","1986","Longford","Female","Number","15343"
"Population at Each Census","1986","Louth","Both sexes","Number","91810"
"Population at Each Census","1986","Louth","Male","Number","45530"
"Population at Each Census","1986","Louth","Female","Number","46280"
"Population at Each Census","1986","Meath","Both sexes","Number","103881"
"Population at Each Census","1986","Meath","Male","Number","52931"
"Population at Each Census","1986","Meath","Female","Number","50950"
"Population at Each Census","1986","Offaly","Both sexes","Number","59835"
"Population at Each Census","1986","Offaly","Male","Number","30819"
"Population at Each Census","1986","Offaly","Female","Number","29016"
"Population at Each Census","1986","Westmeath","Both sexes","Number","63379"
"Population at Each Census","1986","Westmeath","Male","Number","32048"
"Population at Each Census","1986","Westmeath","Female","Number","31331"
"Population at Each Census","1986","Wexford","Both sexes","Number","102552"
"Population at Each Census","1986","Wexford","Male","Number","51782"
"Population at Each Census","1986","Wexford","Female","Number","50770"
"Population at Each Census","1986","Wicklow","Both sexes","Number","94542"
"Population at Each Census","1986","Wicklow","Male","Number","46980"
